Date,Year,Type,Country,Area,Activity,Sex ,Injury,Fatal (Y/N),Species ,realYear,realDate
11-Jun-2017,2017.0,Unprovoked,AUSTRALIA,Western Australia,Body boarding,M,NO INJURY,N,"White shark, 4 m","<re.Match object; span=(7, 11), match='2017'>","<re.Match object; span=(0, 11), match='11-Jun-2017'>"
10-Jun-2017,2017.0,Unprovoked,AUSTRALIA,Victoria,Surfing,F,NO INJURY,N,Seven-gill shark,"<re.Match object; span=(7, 11), match='2017'>","<re.Match object; span=(0, 11), match='10-Jun-2017'>"
10-Jun-2017,2017.0,Unprovoked,USA,Florida,Surfing,M,foot,N,,"<re.Match object; span=(7, 11), match='2017'>","<re.Match object; span=(0, 11), match='10-Jun-2017'>"
Reported 07-Jun-2017,2017.0,Unprovoked,UNITED KINGDOM,South Devon,Surfing ,M,leg,N,"3m shark, probably a smooth hound","<re.Match object; span=(16, 20), match='2017'>","<re.Match object; span=(9, 20), match='07-Jun-2017'>"
04-Jun-2017,2017.0,Unprovoked,USA,Florida,Spearfishing,M,lacerations,N,8' shark,"<re.Match object; span=(7, 11), match='2017'>","<re.Match object; span=(0, 11), match='04-Jun-2017'>"
02-Jun-2017,2017.0,Unprovoked,BAHAMAS,New Providence ,Snorkeling,F,arm,N,Tiger shark,"<re.Match object; span=(7, 11), match='2017'>","<re.Match object; span=(0, 11), match='02-Jun-2017'>"
30-May-2017,2017.0,Provoked,USA,South Carolina,Touching a shark,F,hand,N,3' shark,"<re.Match object; span=(7, 11), match='2017'>","<re.Match object; span=(0, 11), match='30-May-2017'>"
28-May-2017,2017.0,Unprovoked,USA,Florida,Feeding sharks,M,arm,N,Tiger shark,"<re.Match object; span=(7, 11), match='2017'>","<re.Match object; span=(0, 11), match='28-May-2017'>"
27-May-2017,2017.0,Invalid,AUSTRALIA,New South Wales,Fishing ,M,arm,N,,"<re.Match object; span=(7, 11), match='2017'>","<re.Match object; span=(0, 11), match='27-May-2017'>"
12-May-2017,2017.0,Unprovoked,UNITED ARAB EMIRATES,"Sharjah, ",Spearfishing,M,leg,N,,"<re.Match object; span=(7, 11), match='2017'>","<re.Match object; span=(0, 11), match='12-May-2017'>"
Reported 06-May-2017,2017.0,Provoked,AUSTRALIA,Queensland,Attempting to lasso a shark,M,thigh,N,9' shark,"<re.Match object; span=(16, 20), match='2017'>","<re.Match object; span=(9, 20), match='06-May-2017'>"
05-May-2017,2017.0,Unprovoked,MEXICO,Baja California Sur,Snorkeling,M,FATAL,Y,,"<re.Match object; span=(7, 11), match='2017'>","<re.Match object; span=(0, 11), match='05-May-2017'>"
03-May-2017,2017.0,Invalid,USA,California,Surfing,F,thigh,,Shark involvement highly doubtful,"<re.Match object; span=(7, 11), match='2017'>","<re.Match object; span=(0, 11), match='03-May-2017'>"
29-Apr-2017,2017.0,Unprovoked,USA,California,Swimming,F,thigh,N,,"<re.Match object; span=(7, 11), match='2017'>","<re.Match object; span=(0, 11), match='29-Apr-2017'>"
29-Apr-2017,2017.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Surfing,M,leg,N,,"<re.Match object; span=(7, 11), match='2017'>","<re.Match object; span=(0, 11), match='29-Apr-2017'>"
29-Apr-2017,2017.0,Unprovoked,USA,South Carolina,Surfing,F,foot,N,,"<re.Match object; span=(7, 11), match='2017'>","<re.Match object; span=(0, 11), match='29-Apr-2017'>"
29-Apr-2017,2017.0,Unprovoked,REUNION,Saint-Leu,Body boarding,M,FATAL,Y,,"<re.Match object; span=(7, 11), match='2017'>","<re.Match object; span=(0, 11), match='29-Apr-2017'>"
27-Apr-2017,2017.0,Unprovoked,NEW ZEALAND,South Island,Body boarding,F,leg,N,,"<re.Match object; span=(7, 11), match='2017'>","<re.Match object; span=(0, 11), match='27-Apr-2017'>"
26-Apr-2017,2017.0,Invalid,USA,Florida,Photo shoot,F,leg,,No shark invovlement - it ws a publicity stunt,"<re.Match object; span=(7, 11), match='2017'>","<re.Match object; span=(0, 11), match='26-Apr-2017'>"
22-Apr-2017,2017.0,Unprovoked,"ST HELENA, British overseas territory",Ascension Island,Snorkeling,F,foot,N,,"<re.Match object; span=(7, 11), match='2017'>","<re.Match object; span=(0, 11), match='22-Apr-2017'>"
20-Apr-2017,2017.0,Invalid,USA,South Carolina,Swimming,M,foot,,Shark involvement not confirmed,"<re.Match object; span=(7, 11), match='2017'>","<re.Match object; span=(0, 11), match='20-Apr-2017'>"
17-Apr-2017,2017.0,Unprovoked,USA,Florida,,,foot,N,,"<re.Match object; span=(7, 11), match='2017'>","<re.Match object; span=(0, 11), match='17-Apr-2017'>"
17-Apr-2017,2017.0,Unprovoked,AUSTRALIA,Western Australia,Surfing,F,FATAL,Y,White shark,"<re.Match object; span=(7, 11), match='2017'>","<re.Match object; span=(0, 11), match='17-Apr-2017'>"
14-Apr-2017,2017.0,Unprovoked,USA,Hawaii,Surfing,M,leg,N,"Tiger shark, 12'","<re.Match object; span=(7, 11), match='2017'>","<re.Match object; span=(0, 11), match='14-Apr-2017'>"
13-Apr-2017,2017.0,Unprovoked,USA,Florida,Surfing,M,foot,N,,"<re.Match object; span=(7, 11), match='2017'>","<re.Match object; span=(0, 11), match='13-Apr-2017'>"
12-Apr-2017,2017.0,Unprovoked,USA,Florida,Surfing,F,foot,N,,"<re.Match object; span=(7, 11), match='2017'>","<re.Match object; span=(0, 11), match='12-Apr-2017'>"
12-Apr-2017,2017.0,Invalid,SOUTH AFRICA,KwaZulu-Natal,Scuba Diving,M,FATAL,,Shark involvement prior to death not confirmed,"<re.Match object; span=(7, 11), match='2017'>","<re.Match object; span=(0, 11), match='12-Apr-2017'>"
11-Apr-2017,2017.0,Unprovoked,USA,Florida,Surfing,F,leg,N,,"<re.Match object; span=(7, 11), match='2017'>","<re.Match object; span=(0, 11), match='11-Apr-2017'>"
10-Apr-2017,2017.0,Unprovoked,USA,Florida,Paddle boarding,F,leg,N,,"<re.Match object; span=(7, 11), match='2017'>","<re.Match object; span=(0, 11), match='10-Apr-2017'>"
10-Apr-2017,2017.0,Unprovoked,USA,Florida,Swimming,F,hand,N,,"<re.Match object; span=(7, 11), match='2017'>","<re.Match object; span=(0, 11), match='10-Apr-2017'>"
06-Apr-2017,2017.0,Unprovoked,USA,Florida,Swimming,M,foot,N,,"<re.Match object; span=(7, 11), match='2017'>","<re.Match object; span=(0, 11), match='06-Apr-2017'>"
05-Apr-2017,2017.0,Unprovoked,USA,Florida,Swimming,F,thigh,N,,"<re.Match object; span=(7, 11), match='2017'>","<re.Match object; span=(0, 11), match='05-Apr-2017'>"
02-Apr-2017,2017.0,Unprovoked,AUSTRALIA,Queensland,Kakaying,M,NO INJURY,N,,"<re.Match object; span=(7, 11), match='2017'>","<re.Match object; span=(0, 11), match='02-Apr-2017'>"
02-Apr-2017,2017.0,Unprovoked,USA,Florida,Swimming,F,thigh,N,"Bull shark, 5' to 7'","<re.Match object; span=(7, 11), match='2017'>","<re.Match object; span=(0, 11), match='02-Apr-2017'>"
27-Mar-2017,2017.0,Unprovoked,USA,Florida,Surfing,M,foot,N,,"<re.Match object; span=(7, 11), match='2017'>","<re.Match object; span=(0, 11), match='27-Mar-2017'>"
19-Mar-2017,2017.0,Unprovoked,AUSTRALIA,New South Wales,Body boarding,M,Minor,N,,"<re.Match object; span=(7, 11), match='2017'>","<re.Match object; span=(0, 11), match='19-Mar-2017'>"
18-Mar-2017,2017.0,Boating,USA,California,Kayaking,M,NO INJURY,N,White shark,"<re.Match object; span=(7, 11), match='2017'>","<re.Match object; span=(0, 11), match='18-Mar-2017'>"
11-Mar-2017,2017.0,Unprovoked,PHILIPPINES,Luzon Island,Spearfishing,M,thigh,N,10' shark,"<re.Match object; span=(7, 11), match='2017'>","<re.Match object; span=(0, 11), match='11-Mar-2017'>"
Reported 09-Mar-2017,2017.0,Unprovoked,BAHAMAS,Great Exuma,Washing hands,M,leg,N,Lemon shark,"<re.Match object; span=(16, 20), match='2017'>","<re.Match object; span=(9, 20), match='09-Mar-2017'>"
25-Feb-2017,2017.0,Unprovoked,AUSTRALIA,Western Australia,Snorkeling,F,hand,N,"Bull shark, 1.5","<re.Match object; span=(7, 11), match='2017'>","<re.Match object; span=(0, 11), match='25-Feb-2017'>"
24-Feb-2017,2017.0,Unprovoked,AUSTRALIA,Western Australia,Surfing,M,NO INJURY,N,,"<re.Match object; span=(7, 11), match='2017'>","<re.Match object; span=(0, 11), match='24-Feb-2017'>"
21-Feb-2017,2017.0,Unprovoked,REUNION,Saint-Andre,Body boarding,M,FATAL,Y,,"<re.Match object; span=(7, 11), match='2017'>","<re.Match object; span=(0, 11), match='21-Feb-2017'>"
17-Feb-2017,2017.0,Unprovoked,AUSTRALIA,Queensland,Spearfishing,M,leg,N,,"<re.Match object; span=(7, 11), match='2017'>","<re.Match object; span=(0, 11), match='17-Feb-2017'>"
11-Feb-2017,2017.0,Unprovoked,USA,Florida,Swimming,M,hand,N,,"<re.Match object; span=(7, 11), match='2017'>","<re.Match object; span=(0, 11), match='11-Feb-2017'>"
06-Feb-2017,2017.0,Provoked,BRAZIL,Pernambuco,Grabbing shark for a selfie,F,hand,N,Lemon shark pup,"<re.Match object; span=(7, 11), match='2017'>","<re.Match object; span=(0, 11), match='06-Feb-2017'>"
06-Feb-2017,2017.0,Boating,SOUTH AFRICA,KwaZulu-Natal,Kayak fishing,M,NO INJURY,N,Tiger shark,"<re.Match object; span=(7, 11), match='2017'>","<re.Match object; span=(0, 11), match='06-Feb-2017'>"
01-Feb-2017,2017.0,Boating,USA,South Carolina,Tagging sharks,,NO INJURY,N,"White shark, female, 14'","<re.Match object; span=(7, 11), match='2017'>","<re.Match object; span=(0, 11), match='01-Feb-2017'>"
01-Feb-2017,2017.0,Unprovoked,BAHAMAS,Bimini,Scuba Diving,M,arm,N,Caribbean reef shark,"<re.Match object; span=(7, 11), match='2017'>","<re.Match object; span=(0, 11), match='01-Feb-2017'>"
24-Jan-2017,2017.0,Unprovoked,BRAZIL,Pernambuco,Swimming,M,hand,N,,"<re.Match object; span=(7, 11), match='2017'>","<re.Match object; span=(0, 11), match='24-Jan-2017'>"
22-Jan-2017,2017.0,Unprovoked,USA,Florida,,M,hand,N,,"<re.Match object; span=(7, 11), match='2017'>","<re.Match object; span=(0, 11), match='22-Jan-2017'>"
21-Jan-2017,2017.0,Unprovoked,AUSTRALIA,Queensland,Scuba Diving,M,body,N,"Bull shark, 4 m","<re.Match object; span=(7, 11), match='2017'>","<re.Match object; span=(0, 11), match='21-Jan-2017'>"
13-Jan-2017,2017.0,Unprovoked,AUSTRALIA,Queensland,Swimming,M,hand,N,,"<re.Match object; span=(7, 11), match='2017'>","<re.Match object; span=(0, 11), match='13-Jan-2017'>"
13-Jan-2017,2017.0,Unprovoked,USA,Florida,,M,hand,N,,"<re.Match object; span=(7, 11), match='2017'>","<re.Match object; span=(0, 11), match='13-Jan-2017'>"
09-Jan-2017,2017.0,Unprovoked,INDONESIA,Bali,Surfing,M,arm,N,"Bull shark, 1 m","<re.Match object; span=(7, 11), match='2017'>","<re.Match object; span=(0, 11), match='09-Jan-2017'>"
Reported 08-Jan-2017,,Invalid,AUSTRALIA,Queensland,Spearfishing,M,"No attack, shark made a threat display",,Bull shark,"<re.Match object; span=(16, 20), match='2017'>","<re.Match object; span=(9, 20), match='08-Jan-2017'>"
05-Jan-2017,2017.0,Unprovoked,USA,Florida,Wading,M,foot,N,,"<re.Match object; span=(7, 11), match='2017'>","<re.Match object; span=(0, 11), match='05-Jan-2017'>"
03-Jan-2017,2017.0,Invalid,AUSTRALIA,New South Wales,Wading,M,foot,,Shark involvement not confirmed,"<re.Match object; span=(7, 11), match='2017'>","<re.Match object; span=(0, 11), match='03-Jan-2017'>"
27-Dec-2016,2016.0,Unprovoked,USA,Florida,Surfing,M,arm,N,,"<re.Match object; span=(7, 11), match='2016'>","<re.Match object; span=(0, 11), match='27-Dec-2016'>"
24-Dec-2016,2016.0,Unprovoked,AUSTRALIA,Western Australia,Snorkeling,F,buttock,N,a small shark,"<re.Match object; span=(7, 11), match='2016'>","<re.Match object; span=(0, 11), match='24-Dec-2016'>"
19-Dec-2016,2016.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Surf skiing ,M,NO INJURY,N,"White shark, 4 m","<re.Match object; span=(7, 11), match='2016'>","<re.Match object; span=(0, 11), match='19-Dec-2016'>"
14-Dec-2016,2016.0,Unprovoked,AUSTRALIA,Western Australia,Free diving,M,foot,N,,"<re.Match object; span=(7, 11), match='2016'>","<re.Match object; span=(0, 11), match='14-Dec-2016'>"
11-Dec-2016,2016.0,Unprovoked,FRENCH POLYNESIA,Tuamotos,Fishing,M,hand,N,,"<re.Match object; span=(7, 11), match='2016'>","<re.Match object; span=(0, 11), match='11-Dec-2016'>"
11-Dec-2016,2016.0,Invalid,USA,Florida,Surfing,M,foot,,Shark involvement not confirmed,"<re.Match object; span=(7, 11), match='2016'>","<re.Match object; span=(0, 11), match='11-Dec-2016'>"
06-Dec-2016,2016.0,Provoked,AUSTRALIA,New South Wales,Surf fishing,M,hand,N,"Wobbegong shark, 2m","<re.Match object; span=(7, 11), match='2016'>","<re.Match object; span=(0, 11), match='06-Dec-2016'>"
01-Dec-2016,2016.0,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,foot,N,White shark,"<re.Match object; span=(7, 11), match='2016'>","<re.Match object; span=(0, 11), match='01-Dec-2016'>"
28-Nov-2016,2016.0,Provoked,AUSTRALIA,Victoria,Fishing,M,hand,N,"Broadnose sevengill shark, 1.5 m","<re.Match object; span=(7, 11), match='2016'>","<re.Match object; span=(0, 11), match='28-Nov-2016'>"
14-Nov-2016,2016.0,Unprovoked,USA,Hawaii,Floating,F,thigh,N,Tiger shark,"<re.Match object; span=(7, 11), match='2016'>","<re.Match object; span=(0, 11), match='14-Nov-2016'>"
30-Oct-2016,2016.0,Unprovoked,USA,Florida,Surfing,M,foot,N,,"<re.Match object; span=(7, 11), match='2016'>","<re.Match object; span=(0, 11), match='30-Oct-2016'>"
29-Oct-2016,2016.0,Unprovoked,USA,Florida,Surfing,M,hand,N,,"<re.Match object; span=(7, 11), match='2016'>","<re.Match object; span=(0, 11), match='29-Oct-2016'>"
24-Oct-2016,2016.0,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,thigh,N,,"<re.Match object; span=(7, 11), match='2016'>","<re.Match object; span=(0, 11), match='24-Oct-2016'>"
21-Oct-2016,2016.0,Unprovoked,USA,Hawaii,Surfing,M,leg,N, 6' to 8' shark,"<re.Match object; span=(7, 11), match='2016'>","<re.Match object; span=(0, 11), match='21-Oct-2016'>"
15-Oct-2016,2016.0,Unprovoked,AUSTRALIA,Queensland,Surfing,M,body,N,,"<re.Match object; span=(7, 11), match='2016'>","<re.Match object; span=(0, 11), match='15-Oct-2016'>"
14-Oct-2016,2016.0,Unprovoked,USA,Hawaii,Snorkeling,F,leg,N,,"<re.Match object; span=(7, 11), match='2016'>","<re.Match object; span=(0, 11), match='14-Oct-2016'>"
13-Oct-2016,2016.0,Invalid,MEXICO,,Cage Diving,M,NO INJURY,,White shark,"<re.Match object; span=(7, 11), match='2016'>","<re.Match object; span=(0, 11), match='13-Oct-2016'>"
12-Oct-2016,2016.0,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,leg,N,,"<re.Match object; span=(7, 11), match='2016'>","<re.Match object; span=(0, 11), match='12-Oct-2016'>"
10-Oct-2016,2016.0,Unprovoked,USA,Oregon,Surfing,M,leg,N,,"<re.Match object; span=(7, 11), match='2016'>","<re.Match object; span=(0, 11), match='10-Oct-2016'>"
02-Oct-2016,2016.0,Unprovoked,USA,Florida,Surfing,M,foot,N,,"<re.Match object; span=(7, 11), match='2016'>","<re.Match object; span=(0, 11), match='02-Oct-2016'>"
01-Oct-2016,2016.0,Unprovoked,USA,Florida,Surfng,M,MINOR INJURY,N,,"<re.Match object; span=(7, 11), match='2016'>","<re.Match object; span=(0, 11), match='01-Oct-2016'>"
26-Sep-2016,2016.0,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,thigh,N,"White shark, 3.5 m","<re.Match object; span=(7, 11), match='2016'>","<re.Match object; span=(0, 11), match='26-Sep-2016'>"
18-Sep-2016,2016.0,Unprovoked,USA,Florida,Surfing,M,thigh,N,,"<re.Match object; span=(7, 11), match='2016'>","<re.Match object; span=(0, 11), match='18-Sep-2016'>"
18-Sep-2016,2016.0,Unprovoked,USA,Florida,Surfing,M,hand,N,,"<re.Match object; span=(7, 11), match='2016'>","<re.Match object; span=(0, 11), match='18-Sep-2016'>"
18-Sep-2016,2016.0,Unprovoked,USA,Florida,Surfing,M,leg,N,,"<re.Match object; span=(7, 11), match='2016'>","<re.Match object; span=(0, 11), match='18-Sep-2016'>"
17-Sep-2016,2016.0,Unprovoked,USA,California,Surfing,M,NO INJURY,N,,"<re.Match object; span=(7, 11), match='2016'>","<re.Match object; span=(0, 11), match='17-Sep-2016'>"
17-Sep-2016,2016.0,Unprovoked,AUSTRALIA,Victoria,Surfing,M,leg,N,,"<re.Match object; span=(7, 11), match='2016'>","<re.Match object; span=(0, 11), match='17-Sep-2016'>"
16-Sep-2016,2016.0,Unprovoked,AUSTRALIA,Victoria,Surfing,M,NO INJURY,N,2 m shark,"<re.Match object; span=(7, 11), match='2016'>","<re.Match object; span=(0, 11), match='16-Sep-2016'>"
15-Sep-2016,2016.0,Boating,AUSTRALIA,Western Australia,Fishing,,NO INJURY,N,,"<re.Match object; span=(7, 11), match='2016'>","<re.Match object; span=(0, 11), match='15-Sep-2016'>"
11-Sep-2016,2016.0,Unprovoked,USA,Florida,Wading,M,arm,N,3' to 4' shark,"<re.Match object; span=(7, 11), match='2016'>","<re.Match object; span=(0, 11), match='11-Sep-2016'>"
07-Sep-2016,2016.0,Unprovoked,USA,Hawaii,Swimming,F,arm,N,"Tiger shark, 10'","<re.Match object; span=(7, 11), match='2016'>","<re.Match object; span=(0, 11), match='07-Sep-2016'>"
06-Sep-2016,2016.0,Unprovoked,NEW CALEDONIA,North Province,Kite surfing,M,FATAL,Y,,"<re.Match object; span=(7, 11), match='2016'>","<re.Match object; span=(0, 11), match='06-Sep-2016'>"
05-Sep-2016,2016.0,Unprovoked,USA,South Carolina,Boogie boarding,F,leg,N,,"<re.Match object; span=(7, 11), match='2016'>","<re.Match object; span=(0, 11), match='05-Sep-2016'>"
05-Sep-2016,2016.0,Unprovoked,AUSTRALIA,Western Australia,Surfing,M,"No inury, board broken in half by shark",N,,"<re.Match object; span=(7, 11), match='2016'>","<re.Match object; span=(0, 11), match='05-Sep-2016'>"
04-Sep-2016,2016.0,Unprovoked,USA,Florida,Body boarding,M,foot,N,,"<re.Match object; span=(7, 11), match='2016'>","<re.Match object; span=(0, 11), match='04-Sep-2016'>"
01-Sep-2016,2016.0,Unprovoked,USA,California,Spearfishing,M,foot,N,"White shark, 8' to 10'","<re.Match object; span=(7, 11), match='2016'>","<re.Match object; span=(0, 11), match='01-Sep-2016'>"
29-Aug-2016,2016.0,Unprovoked,USA,Florida,Surfing,M,foot,N,"Bull shark, 6'","<re.Match object; span=(7, 11), match='2016'>","<re.Match object; span=(0, 11), match='29-Aug-2016'>"
29-Aug-2016,2016.0,Unprovoked,USA,Florida,Surfing,M,foot,N,,"<re.Match object; span=(7, 11), match='2016'>","<re.Match object; span=(0, 11), match='29-Aug-2016'>"
27-Aug-2016,2016.0,Unprovoked,REUNION,,Surfing,M,foot,N,"Bull shark, 3.5 m","<re.Match object; span=(7, 11), match='2016'>","<re.Match object; span=(0, 11), match='27-Aug-2016'>"
25-Aug-2016,2016.0,Unprovoked,USA,Florida,Wading,M,foot,N,,"<re.Match object; span=(7, 11), match='2016'>","<re.Match object; span=(0, 11), match='25-Aug-2016'>"
07-Aug-2016,2016.0,Unprovoked,BAHAMAS,New Providence Island,Snorkeling,M,leg,N,,"<re.Match object; span=(7, 11), match='2016'>","<re.Match object; span=(0, 11), match='07-Aug-2016'>"
06-Aug-2016,2016.0,Unprovoked,USA,Hawaii,SUP Foil boarding,M,"No inury, shark & board collided",N,"Tiger shark, 10' ","<re.Match object; span=(7, 11), match='2016'>","<re.Match object; span=(0, 11), match='06-Aug-2016'>"
04-Aug-2016,2016.0,Unprovoked,USA,Florida,Surfing,M,foot,N,Blacktip shark,"<re.Match object; span=(7, 11), match='2016'>","<re.Match object; span=(0, 11), match='04-Aug-2016'>"
29-Jul-2016,2016.0,Unprovoked,SPAIN,Alicante Province,Swimming,M,hand,N,Blue shark,"<re.Match object; span=(7, 11), match='2016'>","<re.Match object; span=(0, 11), match='29-Jul-2016'>"
28-Jul-2016,2016.0,Unprovoked,CHINA,Hong Kong,Swimming,M,leg,N,,"<re.Match object; span=(7, 11), match='2016'>","<re.Match object; span=(0, 11), match='28-Jul-2016'>"
28-Jul-2016,2016.0,Boating,AUSTRALIA,Western Australia,Kayaking,M,NO INJURY,N,White shark,"<re.Match object; span=(7, 11), match='2016'>","<re.Match object; span=(0, 11), match='28-Jul-2016'>"
27-Jul-2016,2016.0,Provoked,USA,Florida,Lobstering,M,arm,N,"Nurse shark, 4'","<re.Match object; span=(7, 11), match='2016'>","<re.Match object; span=(0, 11), match='27-Jul-2016'>"
26-Jul-2016,2016.0,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,leg,N,,"<re.Match object; span=(7, 11), match='2016'>","<re.Match object; span=(0, 11), match='26-Jul-2016'>"
24-Jul-2016,2016.0,Unprovoked,JAPAN,Kochi Prefecture,Surfing,M,leg,N,,"<re.Match object; span=(7, 11), match='2016'>","<re.Match object; span=(0, 11), match='24-Jul-2016'>"
23-Jul-2016,2016.0,Unprovoked,AUSTRALIA,Tasmania,Surfing,M,NO INJURY,N,,"<re.Match object; span=(7, 11), match='2016'>","<re.Match object; span=(0, 11), match='23-Jul-2016'>"
23-Jul-2016,2016.0,Unprovoked,BAHAMAS,Abaco Islands,Spearfishing,M,leg,N,"Bull shark, 6'","<re.Match object; span=(7, 11), match='2016'>","<re.Match object; span=(0, 11), match='23-Jul-2016'>"
20-Jul-2016,2016.0,Provoked,AUSTRALIA,Queensland,Fishing,M,leg,N,"reef shark, 1m","<re.Match object; span=(7, 11), match='2016'>","<re.Match object; span=(0, 11), match='20-Jul-2016'>"
17-Jul-2016,2016.0,Boating,USA,Alabama,Fishing in Alabama Deep Fishing Rodeo,,NO INJURY,N,"Tiger shark, 10' ","<re.Match object; span=(7, 11), match='2016'>","<re.Match object; span=(0, 11), match='17-Jul-2016'>"
16-Jul-2016,2016.0,Unprovoked,USA,Florida,Surfing,F,leg,N,,"<re.Match object; span=(7, 11), match='2016'>","<re.Match object; span=(0, 11), match='16-Jul-2016'>"
16-Jul-2016,2016.0,Unprovoked,USA,Florida,,F,foot,N,,"<re.Match object; span=(7, 11), match='2016'>","<re.Match object; span=(0, 11), match='16-Jul-2016'>"
15-Jul-2016,2016.0,Unprovoked,USA,California,Kite surfing,M,NO INJURY,N,"White shark, 10' to 12'","<re.Match object; span=(7, 11), match='2016'>","<re.Match object; span=(0, 11), match='15-Jul-2016'>"
15-Jul-2016,2016.0,Unprovoked,USA,South Carolina,Swimming,M,foot,N,,"<re.Match object; span=(7, 11), match='2016'>","<re.Match object; span=(0, 11), match='15-Jul-2016'>"
Reported  14-Jul-2016,2016.0,Unprovoked,BAHAMAS,,Scuba Diving,M,Face bruised when partly blind shark collided with him,N,"Lemon shark, 9'","<re.Match object; span=(17, 21), match='2016'>","<re.Match object; span=(10, 21), match='14-Jul-2016'>"
Reported 08-Jul-2016,2016.0,Unprovoked,SPAIN,Canary Islands,Wading,F,leg,N,Angel shark,"<re.Match object; span=(16, 20), match='2016'>","<re.Match object; span=(9, 20), match='08-Jul-2016'>"
