Date,Year,Type,Country,Area,Activity,Sex ,Injury,Fatal (Y/N),Species ,realYear,realDate
16-Sep-1997,1997.0,Unprovoked,BRAZIL,Pernambuco,Swimming,M,FATAL,Y,,"<re.Match object; span=(7, 11), match='1997'>","<re.Match object; span=(0, 11), match='16-Sep-1997'>"
09-Sep-1997,1997.0,Unprovoked,USA,Florida,Surfing,M,foot,N,,"<re.Match object; span=(7, 11), match='1997'>","<re.Match object; span=(0, 11), match='09-Sep-1997'>"
08-Sep-1997,1997.0,Unprovoked,USA,Florida,Surfing,,foot,N,small blacktip shark,"<re.Match object; span=(7, 11), match='1997'>","<re.Match object; span=(0, 11), match='08-Sep-1997'>"
06-Sep-1997,1997.0,Unprovoked,USA,Florida,Surfing,M,leg,N,,"<re.Match object; span=(7, 11), match='1997'>","<re.Match object; span=(0, 11), match='06-Sep-1997'>"
30-Aug-1997,1997.0,Unprovoked,USA,Florida,Surfing,M,foot,N,,"<re.Match object; span=(7, 11), match='1997'>","<re.Match object; span=(0, 11), match='30-Aug-1997'>"
27-Aug-1997,1997.0,Unprovoked,USA,Florida,Walking / surfing,M,foot,N,,"<re.Match object; span=(7, 11), match='1997'>","<re.Match object; span=(0, 11), match='27-Aug-1997'>"
24-Aug-1997,1997.0,Unprovoked,USA,California,Surfing (sitting on his board),M,leg,N,5 m [16.5'] white shark,"<re.Match object; span=(7, 11), match='1997'>","<re.Match object; span=(0, 11), match='24-Aug-1997'>"
14-Aug-1997,1997.0,Invalid,MEXICO,Quintana Roo,SCUBA diving,M,FATAL,,Shark involvement prior to death was not confirmed,"<re.Match object; span=(7, 11), match='1997'>","<re.Match object; span=(0, 11), match='14-Aug-1997'>"
14-Aug-1997,1997.0,Unprovoked,MEXICO,Quintana Roo,SCUBA diving,M,leg,Y,"Tiger shark, 5.2 m [17']","<re.Match object; span=(7, 11), match='1997'>","<re.Match object; span=(0, 11), match='14-Aug-1997'>"
11-Aug-1997,1997.0,Unprovoked,USA,Florida,Floating on raft,F,leg,N,,"<re.Match object; span=(7, 11), match='1997'>","<re.Match object; span=(0, 11), match='11-Aug-1997'>"
11-Aug-1997,1997.0,Unprovoked,EGYPT,Red Sea,Fishing,M,Seriously injured,N,,"<re.Match object; span=(7, 11), match='1997'>","<re.Match object; span=(0, 11), match='11-Aug-1997'>"
11-Aug-1997,1997.0,Unprovoked,EGYPT,Red Sea,Fishing,M,FATAL,Y,Thought to involve an oceanic whitetip shark or a white shark,"<re.Match object; span=(7, 11), match='1997'>","<re.Match object; span=(0, 11), match='11-Aug-1997'>"
10-Aug-1997,1997.0,Unprovoked,USA,Florida,Boogie boarding,M,foot,N,,"<re.Match object; span=(7, 11), match='1997'>","<re.Match object; span=(0, 11), match='10-Aug-1997'>"
09-Aug-1997,1997.0,Unprovoked,USA,Florida,Surfing,M,foot,N,,"<re.Match object; span=(7, 11), match='1997'>","<re.Match object; span=(0, 11), match='09-Aug-1997'>"
05-Aug-1997,1997.0,Unprovoked,USA,Texas,Wading,F,Wrist & am bitten,N,1 m shark,"<re.Match object; span=(7, 11), match='1997'>","<re.Match object; span=(0, 11), match='05-Aug-1997'>"
04-Aug-1997,1997.0,Unprovoked,USA,Florida,Wade-fishing,M,arm,N,1.5 m [5'] shark,"<re.Match object; span=(7, 11), match='1997'>","<re.Match object; span=(0, 11), match='04-Aug-1997'>"
02-Aug-1997,1997.0,Unprovoked,USA,Florida,Body surfing,M,foot,N,juvenile shark,"<re.Match object; span=(7, 11), match='1997'>","<re.Match object; span=(0, 11), match='02-Aug-1997'>"
02-Aug-1997,1997.0,Unprovoked,USA,Florida,Wading / Surfing,M,foot,N,"""juvenile shark""","<re.Match object; span=(7, 11), match='1997'>","<re.Match object; span=(0, 11), match='02-Aug-1997'>"
27-Jul-1997,1997.0,Unprovoked,AUSTRALIA,Queensland,Surfing,M,leg,N,,"<re.Match object; span=(7, 11), match='1997'>","<re.Match object; span=(0, 11), match='27-Jul-1997'>"
21-Jul-1997,1997.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,M,FATAL,Y,4.5 m white shark,"<re.Match object; span=(7, 11), match='1997'>","<re.Match object; span=(0, 11), match='21-Jul-1997'>"
17-Jul-1997,1997.0,Unprovoked,BRAZIL,Pernambuco,Surfing,M,Survived,N,,"<re.Match object; span=(7, 11), match='1997'>","<re.Match object; span=(0, 11), match='17-Jul-1997'>"
14-Jul-1997,1997.0,Unprovoked,USA,South Carolina,Standing,M,leg,N,Blacktip shark,"<re.Match object; span=(7, 11), match='1997'>","<re.Match object; span=(0, 11), match='14-Jul-1997'>"
12-Jul-1997,1997.0,Unprovoked,OKINAWA,Miyako,Fishing for octopus,M,leg,Y,White shark,"<re.Match object; span=(7, 11), match='1997'>","<re.Match object; span=(0, 11), match='12-Jul-1997'>"
24-Jun-1997,1997.0,Unprovoked,USA,Hawaii,Spearfishing / night diving,M,leg,N,2.4 m [8'] shark,"<re.Match object; span=(7, 11), match='1997'>","<re.Match object; span=(0, 11), match='24-Jun-1997'>"
15-Jun-1997,1997.0,Unprovoked,FIJI,Taveuni,Snorkeling,F,leg,N,"Tiger shark, 2.7m  [9']","<re.Match object; span=(7, 11), match='1997'>","<re.Match object; span=(0, 11), match='15-Jun-1997'>"
09-Jun-1997,1997.0,Unprovoked,USA,Florida,Surfing,M,arm,N,Possibly a spinner shark,"<re.Match object; span=(7, 11), match='1997'>","<re.Match object; span=(0, 11), match='09-Jun-1997'>"
07-Jun-1997,1997.0,Unprovoked,BRAZIL,Rio de Janeiro,Bathing,M,,UNKNOWN,,"<re.Match object; span=(7, 11), match='1997'>","<re.Match object; span=(0, 11), match='07-Jun-1997'>"
02-Jun-1997,1997.0,Unprovoked,USA,Florida,"Body surfing, stood up on sandbar",M,foot,N,1.2 m [4'] shark (spinner shark?),"<re.Match object; span=(7, 11), match='1997'>","<re.Match object; span=(0, 11), match='02-Jun-1997'>"
31-May-1997,1997.0,Unprovoked,USA,Florida,Spearfishing,M,thigh,N,4' shark,"<re.Match object; span=(7, 11), match='1997'>","<re.Match object; span=(0, 11), match='31-May-1997'>"
31-May-1997,1997.0,Unprovoked,USA,Florida,Surfing,M,arm,N,Possibly a sand shark,"<re.Match object; span=(7, 11), match='1997'>","<re.Match object; span=(0, 11), match='31-May-1997'>"
31-May-1997,1997.0,Unprovoked,USA,Florida,Surfing,M,foot,N,Possibly a sand shark,"<re.Match object; span=(7, 11), match='1997'>","<re.Match object; span=(0, 11), match='31-May-1997'>"
26-May-1997,1997.0,Unprovoked,BAHAMAS,Abaco Islands,Spearfishing,M,arm,N,Possibly a Caribbean reef shark,"<re.Match object; span=(7, 11), match='1997'>","<re.Match object; span=(0, 11), match='26-May-1997'>"
17-May-1997,1997.0,Unprovoked,BAHAMAS,Abaco Islands,Spearfishing,M,leg,N,,"<re.Match object; span=(7, 11), match='1997'>","<re.Match object; span=(0, 11), match='17-May-1997'>"
20-Apr-1997,1997.0,Unprovoked,BRAZIL,Rio de Janeiro,Windsurfing,M,leg,N,3.7m  to 4.2 m white shark,"<re.Match object; span=(7, 11), match='1997'>","<re.Match object; span=(0, 11), match='20-Apr-1997'>"
28-Feb-1997,1997.0,Unprovoked,AUSTRALIA,Queensland,Swimming,F,leg,N,a small shark,"<re.Match object; span=(7, 11), match='1997'>","<re.Match object; span=(0, 11), match='28-Feb-1997'>"
28-Feb-1997,1997.0,Unprovoked,AUSTRALIA,Queensland,Scuba diving,M,arm,N,"Tiger shark, 2m to 3m ","<re.Match object; span=(7, 11), match='1997'>","<re.Match object; span=(0, 11), match='28-Feb-1997'>"
21-Feb-1997,1997.0,Unprovoked,USA,Hawaii,,M,No details,UNKNOWN,,"<re.Match object; span=(7, 11), match='1997'>","<re.Match object; span=(0, 11), match='21-Feb-1997'>"
20-Feb-1997,1997.0,Unprovoked,REUNION,L'Etang-Sale,,M,hand,N,,"<re.Match object; span=(7, 11), match='1997'>","<re.Match object; span=(0, 11), match='20-Feb-1997'>"
03-Feb-1997,1997.0,Boat,AUSTRALIA,New South Wales,Rowing ,F,"Bruised, when shark struck scull & catapulted her into the water",N,,"<re.Match object; span=(7, 11), match='1997'>","<re.Match object; span=(0, 11), match='03-Feb-1997'>"
25-Jan-1997,1997.0,Unprovoked,AUSTRALIA,Queensland,Snorkeling,M,leg,N,1.8 m to 2.1 m [6' to 7'] shark,"<re.Match object; span=(7, 11), match='1997'>","<re.Match object; span=(0, 11), match='25-Jan-1997'>"
20-Jan-1997,1997.0,Unprovoked,AUSTRALIA,Western Australia,Windsurfing,M,FATAL,Y,"Tiger shark, 4.5 m [14'9""]","<re.Match object; span=(7, 11), match='1997'>","<re.Match object; span=(0, 11), match='20-Jan-1997'>"
03-Jan-1997,1997.0,Unprovoked,REUNION,,Spearfishing,M,FATAL,Y,Bull shark,"<re.Match object; span=(7, 11), match='1997'>","<re.Match object; span=(0, 11), match='03-Jan-1997'>"
01-Jan-1997,1997.0,Boat,AUSTRALIA,Victoria,Watching seals,,NO INJURY,N,White shark,"<re.Match object; span=(7, 11), match='1997'>","<re.Match object; span=(0, 11), match='01-Jan-1997'>"
29-Dec-1996,1996.0,Unprovoked,AUSTRALIA,Queensland,Surfing,M,,UNKNOWN,,"<re.Match object; span=(7, 11), match='1996'>","<re.Match object; span=(0, 11), match='29-Dec-1996'>"
10-Dec-1996,1996.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,M,arm,N,White shark,"<re.Match object; span=(7, 11), match='1996'>","<re.Match object; span=(0, 11), match='10-Dec-1996'>"
29-Nov-1996,1996.0,Unprovoked,USA,California,Surfing,M,foot,N,3 m to 5 m [10' to 16.5'] white shark,"<re.Match object; span=(7, 11), match='1996'>","<re.Match object; span=(0, 11), match='29-Nov-1996'>"
18-Nov-1996,1996.0,Unprovoked,USA,Florida,Surfing,M,foot,N,,"<re.Match object; span=(7, 11), match='1996'>","<re.Match object; span=(0, 11), match='18-Nov-1996'>"
28-Oct-1996,1996.0,Unprovoked,BRAZIL,Pernambuco,Surfing,,leg,N,,"<re.Match object; span=(7, 11), match='1996'>","<re.Match object; span=(0, 11), match='28-Oct-1996'>"
28-Oct-1996,1996.0,Unprovoked,BRAZIL,Pernambuco,Surfing,M,Survived,N,,"<re.Match object; span=(7, 11), match='1996'>","<re.Match object; span=(0, 11), match='28-Oct-1996'>"
09-Oct-1996,1996.0,Unprovoked,OKINAWA,Miyako Island,Swimming or snorkeling,M,FATAL,Y,,"<re.Match object; span=(7, 11), match='1996'>","<re.Match object; span=(0, 11), match='09-Oct-1996'>"
05-Oct-1996,1996.0,Unprovoked,USA,California,Surfing,M,leg,N,5.5 m to 6 m [18' to 20'] white shark,"<re.Match object; span=(7, 11), match='1996'>","<re.Match object; span=(0, 11), match='05-Oct-1996'>"
03-Oct-1996,1996.0,Unprovoked,USA,Florida,Surfing,M,arm,N,1.2 m [4'] shark,"<re.Match object; span=(7, 11), match='1996'>","<re.Match object; span=(0, 11), match='03-Oct-1996'>"
03-Oct-1996,1996.0,Unprovoked,USA,California,Surfing,M,NO INJURY,N,5 m [16.5'] white shark,"<re.Match object; span=(7, 11), match='1996'>","<re.Match object; span=(0, 11), match='03-Oct-1996'>"
18-Sep-1996,1996.0,Unprovoked,USA,Florida,Swimming,M,foot,N,,"<re.Match object; span=(7, 11), match='1996'>","<re.Match object; span=(0, 11), match='18-Sep-1996'>"
06-Sep-1996,1996.0,Unprovoked,NEW ZEALAND,Chatham Islands ,Diving for abalone,M,arm,N,White shark,"<re.Match object; span=(7, 11), match='1996'>","<re.Match object; span=(0, 11), match='06-Sep-1996'>"
06-Sep-1996,1996.0,Unprovoked,USA,Florida,Surfing / Swimming,M,leg,N,"""a young shark""","<re.Match object; span=(7, 11), match='1996'>","<re.Match object; span=(0, 11), match='06-Sep-1996'>"
02-Sep-1996,1996.0,Unprovoked,USA,Florida,Standing,M,foot,N,,"<re.Match object; span=(7, 11), match='1996'>","<re.Match object; span=(0, 11), match='02-Sep-1996'>"
02-Sep-1996,1996.0,Unprovoked,USA,Florida,Sitting on surfboard,M,foot,N,,"<re.Match object; span=(7, 11), match='1996'>","<re.Match object; span=(0, 11), match='02-Sep-1996'>"
01-Sep-1996,1996.0,Invalid,USA,South Carolina,Boogie boarding,F,foot,,Shark involvement not confirmed,"<re.Match object; span=(7, 11), match='1996'>","<re.Match object; span=(0, 11), match='01-Sep-1996'>"
01-Sep-1996,1996.0,Provoked,SOUTH AFRICA,KwaZulu-Natal,Spearfishing,M,NO INJURY,N,White shark,"<re.Match object; span=(7, 11), match='1996'>","<re.Match object; span=(0, 11), match='01-Sep-1996'>"
29-Aug-1996,1996.0,Unprovoked,USA,Hawaii,Body Boarding,M,leg,N,"Tiger shark, 2.4 m [8'] ","<re.Match object; span=(7, 11), match='1996'>","<re.Match object; span=(0, 11), match='29-Aug-1996'>"
13-Aug-1996,1996.0,Unprovoked,USA,California,Free diving for abalone,M,hand,N,6 m [20'] white shark,"<re.Match object; span=(7, 11), match='1996'>","<re.Match object; span=(0, 11), match='13-Aug-1996'>"
11-Aug-1996,1996.0,Unprovoked,USA,Florida,Wade fishing,M,NO INJURY,N,1.8 m to 2.1 m [6' to 7'] hammerhead shark,"<re.Match object; span=(7, 11), match='1996'>","<re.Match object; span=(0, 11), match='11-Aug-1996'>"
26-Jul-1996,1996.0,Unprovoked,USA,Florida,Standing,F,Survived,N,,"<re.Match object; span=(7, 11), match='1996'>","<re.Match object; span=(0, 11), match='26-Jul-1996'>"
23-Jul-1996,1996.0,Unprovoked,OKINAWA,Miyako,Swimming,M,FATAL,Y,5 m [16.5'] white shark,"<re.Match object; span=(7, 11), match='1996'>","<re.Match object; span=(0, 11), match='23-Jul-1996'>"
23-Jul-1996,1996.0,Unprovoked,EGYPT / ISRAEL,"South Sinai, Gulf of Aqaba",Free diving with a pod of dolphins,M,arm,N,said to involve an oceanic whitetip shark,"<re.Match object; span=(7, 11), match='1996'>","<re.Match object; span=(0, 11), match='23-Jul-1996'>"
21-Jul-1996,1996.0,Unprovoked,USA,Massachusetts,Swimming,M,leg,N,6' shark,"<re.Match object; span=(7, 11), match='1996'>","<re.Match object; span=(0, 11), match='21-Jul-1996'>"
20-Jul-1996,1996.0,Unprovoked,USA,Florida,Swimming,M,arm,N,,"<re.Match object; span=(7, 11), match='1996'>","<re.Match object; span=(0, 11), match='20-Jul-1996'>"
14-Jul-1996,1996.0,Unprovoked,USA,Hawaii,,,No details,UNKNOWN,,"<re.Match object; span=(7, 11), match='1996'>","<re.Match object; span=(0, 11), match='14-Jul-1996'>"
10-Jul-1996,1996.0,Unprovoked,USA,Florida,,M,foot,N,,"<re.Match object; span=(7, 11), match='1996'>","<re.Match object; span=(0, 11), match='10-Jul-1996'>"
04-Jul-1996,1996.0,Unprovoked,USA,Florida,Standing,F,foot,N,5' to 6' shark,"<re.Match object; span=(7, 11), match='1996'>","<re.Match object; span=(0, 11), match='04-Jul-1996'>"
04-Jul-1996,1996.0,Unprovoked,BAHAMAS,Cat Cay,Diving,M,leg,N,,"<re.Match object; span=(7, 11), match='1996'>","<re.Match object; span=(0, 11), match='04-Jul-1996'>"
25-Jun-1996,1996.0,Unprovoked,USA,South Carolina,Body surfing,F,foot,N,,"<re.Match object; span=(7, 11), match='1996'>","<re.Match object; span=(0, 11), match='25-Jun-1996'>"
06-Jun-1996,1996.0,Unprovoked,AUSTRALIA,Victoria,Surfing,M,NO INJURY,N,4 m white shark,"<re.Match object; span=(7, 11), match='1996'>","<re.Match object; span=(0, 11), match='06-Jun-1996'>"
04-Jun-1996,1996.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Surfing,M,Survived,N,,"<re.Match object; span=(7, 11), match='1996'>","<re.Match object; span=(0, 11), match='04-Jun-1996'>"
28-May-1996,1996.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Surfing,M,leg,N,2.5 m [8.25'] white shark ,"<re.Match object; span=(7, 11), match='1996'>","<re.Match object; span=(0, 11), match='28-May-1996'>"
24-May-1996,1996.0,Invalid,AUSTRALIA,New South Wales,Tech diving ,M,FATAL,Y,Shark involvement prior to death suspected but not confirmed,"<re.Match object; span=(7, 11), match='1996'>","<re.Match object; span=(0, 11), match='24-May-1996'>"
18-May-1996,1996.0,Unprovoked,USA,Florida,Surfing,M,foot,N,1.2 m [4'] shark,"<re.Match object; span=(7, 11), match='1996'>","<re.Match object; span=(0, 11), match='18-May-1996'>"
10-May-1996,1996.0,Unprovoked,SOUTH KOREA,,Shell Diving,M,FATAL,Y,,"<re.Match object; span=(7, 11), match='1996'>","<re.Match object; span=(0, 11), match='10-May-1996'>"
07-May-1996,1996.0,Unprovoked,USA,Florida,Surfing,M,leg,N,60 cm to 90 cm [2' to 3'] blacktip or spinner shark,"<re.Match object; span=(7, 11), match='1996'>","<re.Match object; span=(0, 11), match='07-May-1996'>"
28-Apr-1996,1996.0,Unprovoked,USA,Hawaii,,M,No details,UNKNOWN,,"<re.Match object; span=(7, 11), match='1996'>","<re.Match object; span=(0, 11), match='28-Apr-1996'>"
25-Apr-1996,1996.0,Unprovoked,AUSTRALIA,New South Wales,Swimming,M,thigh,N,Wobbegong shark,"<re.Match object; span=(7, 11), match='1996'>","<re.Match object; span=(0, 11), match='25-Apr-1996'>"
25-Apr-1996,1996.0,Unprovoked,AUSTRALIA,New South Wales,Swimming,F,leg,N,Wobbegong shark,"<re.Match object; span=(7, 11), match='1996'>","<re.Match object; span=(0, 11), match='25-Apr-1996'>"
07-Apr-1996,1996.0,Unprovoked,BRAZIL,Pernambuco,Swimming,M,FATAL,Y,,"<re.Match object; span=(7, 11), match='1996'>","<re.Match object; span=(0, 11), match='07-Apr-1996'>"
05-Mar-1996,1996.0,Unprovoked,AUSTRALIA,Queensland,Swimming breast stoke,F,leg,N,Tiger shark,"<re.Match object; span=(7, 11), match='1996'>","<re.Match object; span=(0, 11), match='05-Mar-1996'>"
26-Feb-1996,1996.0,Unprovoked,AUSTRALIA,New South Wales,Dived naked into the water on a bet,M,leg,N,Bronze whaler shark,"<re.Match object; span=(7, 11), match='1996'>","<re.Match object; span=(0, 11), match='26-Feb-1996'>"
Reported      19-Feb-1996,1996.0,Provoked,USA,Missouri,Swimming in fish tank,F,hand,N,nurse shark,"<re.Match object; span=(21, 25), match='1996'>","<re.Match object; span=(14, 25), match='19-Feb-1996'>"
09-Feb-1996,1996.0,Unprovoked,PAPUA NEW GUINEA,Madang Province,,M,FATAL,Y,,"<re.Match object; span=(7, 11), match='1996'>","<re.Match object; span=(0, 11), match='09-Feb-1996'>"
09-Feb-1996,1996.0,Unprovoked,PAPUA NEW GUINEA,Madang Province,,,thigh,N,,"<re.Match object; span=(7, 11), match='1996'>","<re.Match object; span=(0, 11), match='09-Feb-1996'>"
09-Feb-1996,1996.0,Unprovoked,PAPUA NEW GUINEA,Madang Province,Diving ,,leg,Y,,"<re.Match object; span=(7, 11), match='1996'>","<re.Match object; span=(0, 11), match='09-Feb-1996'>"
05-Feb-1996,1996.0,Sea Disaster,DOMINICAN REPUBLIC,12 miles off the north coast,Boeing 757 enroute from Porta Plata plunged into the sea,,"106 bodies were recovered, some had been bitten by sharks",Y,,"<re.Match object; span=(7, 11), match='1996'>","<re.Match object; span=(0, 11), match='05-Feb-1996'>"
04-Feb-1996,1996.0,Unprovoked,AUSTRALIA,New South Wales,Swimming,M,foot,N,"""reef shark""","<re.Match object; span=(7, 11), match='1996'>","<re.Match object; span=(0, 11), match='04-Feb-1996'>"
23-Jan-1996,1996.0,Provoked,USA,Florida,Wading,M,leg,N,"Nurse shark, 0.9 m  [3'] ","<re.Match object; span=(7, 11), match='1996'>","<re.Match object; span=(0, 11), match='23-Jan-1996'>"
22-Jan-1996,1996.0,Unprovoked,AUSTRALIA,Queensland,Swimming,F,leg,N,Bronze whaler shark,"<re.Match object; span=(7, 11), match='1996'>","<re.Match object; span=(0, 11), match='22-Jan-1996'>"
16-Jan-1996,1996.0,Unprovoked,USA,Hawaii,Swimming with mask & snorkel,M,foot,N,Possibly a tiger shark,"<re.Match object; span=(7, 11), match='1996'>","<re.Match object; span=(0, 11), match='16-Jan-1996'>"
14-Jan-1996,1996.0,Unprovoked,AUSTRALIA,Western Australia,,,No details,UNKNOWN,,"<re.Match object; span=(7, 11), match='1996'>","<re.Match object; span=(0, 11), match='14-Jan-1996'>"
12-Jan-1996,1996.0,Boating,AUSTRALIA,New South Wales,Chumming for sharks,,NO INJURY,N,"Mako shark, 4.3 m [14']","<re.Match object; span=(7, 11), match='1996'>","<re.Match object; span=(0, 11), match='12-Jan-1996'>"
10-Jan-1996,1996.0,Unprovoked,REUNION,Saint-Paul ,Surfing,M,FATAL,Y,"Tiger shark, 300-kg [662-lb] ","<re.Match object; span=(7, 11), match='1996'>","<re.Match object; span=(0, 11), match='10-Jan-1996'>"
18-Dec-1995,1995.0,Unprovoked,USA,Hawaii,,M,No details,UNKNOWN,,"<re.Match object; span=(7, 11), match='1995'>","<re.Match object; span=(0, 11), match='18-Dec-1995'>"
11-Nov-1995,1995.0,Unprovoked,NEW ZEALAND,"Chatham Islands, east of New  Zealand","Diving, gathering shellfish",M,leg,N,5 m [16.5'] white shark,"<re.Match object; span=(7, 11), match='1995'>","<re.Match object; span=(0, 11), match='11-Nov-1995'>"
25-Nov-1995,1995.0,Invalid,USA,Hawaii,,M,MINOR INJURY,,Shark involvement not confirmed,"<re.Match object; span=(7, 11), match='1995'>","<re.Match object; span=(0, 11), match='25-Nov-1995'>"
25-Nov-1995,1995.0,Unprovoked,NORTHERN ARABIAN SEA,,Fell off aircraft carrier,M,foot,N,,"<re.Match object; span=(7, 11), match='1995'>","<re.Match object; span=(0, 11), match='25-Nov-1995'>"
17-Nov-1995,1995.0,Unprovoked,AUSTRALIA,Queensland,,M,Survived,N,,"<re.Match object; span=(7, 11), match='1995'>","<re.Match object; span=(0, 11), match='17-Nov-1995'>"
Reported 28-Oct-1995,1995.0,Unprovoked,USA,Florida,Boogie boarding,M,foot,N,,"<re.Match object; span=(16, 20), match='1995'>","<re.Match object; span=(9, 20), match='28-Oct-1995'>"
21-Oct-1995,1995.0,Unprovoked,USA,Florida,Surfing,M,foot,N,,"<re.Match object; span=(7, 11), match='1995'>","<re.Match object; span=(0, 11), match='21-Oct-1995'>"
11-Oct-1995,1995.0,Unprovoked,AUSTRALIA,Queensland,Playing / standing,F,thigh,N,4 m shark,"<re.Match object; span=(7, 11), match='1995'>","<re.Match object; span=(0, 11), match='11-Oct-1995'>"
01-Oct-1995,1995.0,Unprovoked,USA,Florida,Surfing,M,arm,N,1.2 m to 1.5 m [4' to 5']   shark,"<re.Match object; span=(7, 11), match='1995'>","<re.Match object; span=(0, 11), match='01-Oct-1995'>"
30-Sep-1995,1995.0,Unprovoked,USA,Florida,Surfing,M,foot,N,1.5 to 1.8 m [5' to 6'] shark,"<re.Match object; span=(7, 11), match='1995'>","<re.Match object; span=(0, 11), match='30-Sep-1995'>"
30-Sep-1995,1995.0,Unprovoked,USA,Florida,Surfing,M,leg,N,,"<re.Match object; span=(7, 11), match='1995'>","<re.Match object; span=(0, 11), match='30-Sep-1995'>"
28-Sep-1995,1995.0,Unprovoked,USA,California,Windsurfing,M,foot,N,4 m [13'] white shark,"<re.Match object; span=(7, 11), match='1995'>","<re.Match object; span=(0, 11), match='28-Sep-1995'>"
19-Sep-1995,1995.0,Unprovoked,USA,Florida,Surfing,M,hand,N,1.8 m [6'] shark,"<re.Match object; span=(7, 11), match='1995'>","<re.Match object; span=(0, 11), match='19-Sep-1995'>"
17-Sep-1995,1995.0,Unprovoked,USA,Florida,Swimming,F,arm,N,,"<re.Match object; span=(7, 11), match='1995'>","<re.Match object; span=(0, 11), match='17-Sep-1995'>"
16-Sep-1995,1995.0,Unprovoked,REUNION,Saint-Denis,Body-boarding,M,FATAL,Y,,"<re.Match object; span=(7, 11), match='1995'>","<re.Match object; span=(0, 11), match='16-Sep-1995'>"
13-Sep-1995,1995.0,Unprovoked,USA,Florida,Scuba diving,M,FATAL,Y,3 m to 3.7 m [10' to 12'] bull shark,"<re.Match object; span=(7, 11), match='1995'>","<re.Match object; span=(0, 11), match='13-Sep-1995'>"
11-Sep-1995,1995.0,Unprovoked,AUSTRALIA,Western Australia,Abalone diving using Hookah (near calving whales),M,FATAL,Y,White shark,"<re.Match object; span=(7, 11), match='1995'>","<re.Match object; span=(0, 11), match='11-Sep-1995'>"
03-Sep-1995,1995.0,Unprovoked,USA,California,Abalone diving using Hookah (resting on the surface),M,leg,N,3 m to 4 m [10' to 13'] white shark,"<re.Match object; span=(7, 11), match='1995'>","<re.Match object; span=(0, 11), match='03-Sep-1995'>"
03-Sep-1995,1995.0,Invalid,USA,North Carolina,Swimming,M,leg,,Shark involvement not confirmed,"<re.Match object; span=(7, 11), match='1995'>","<re.Match object; span=(0, 11), match='03-Sep-1995'>"
31-Aug-1995,1995.0,Unprovoked,USA,Florida,Surfing,M,hand,N,1.2 m to 1.5 m [4' to 5'] shark,"<re.Match object; span=(7, 11), match='1995'>","<re.Match object; span=(0, 11), match='31-Aug-1995'>"
31-Aug-1995,1995.0,Unprovoked,USA,South Carolina,On a float,M,leg,N,,"<re.Match object; span=(7, 11), match='1995'>","<re.Match object; span=(0, 11), match='31-Aug-1995'>"
27-Aug-1995,1995.0,Unprovoked,BRAZIL,Pernambuco,Surfing,M,Survived,N,,"<re.Match object; span=(7, 11), match='1995'>","<re.Match object; span=(0, 11), match='27-Aug-1995'>"
26-Aug-1995,1995.0,Unprovoked,USA,Florida,Surfing,M,arm,N,5' shark,"<re.Match object; span=(7, 11), match='1995'>","<re.Match object; span=(0, 11), match='26-Aug-1995'>"
26-Aug-1995,1995.0,Unprovoked,USA,Florida,Surfing,M,hand,N,"""a small shark""","<re.Match object; span=(7, 11), match='1995'>","<re.Match object; span=(0, 11), match='26-Aug-1995'>"
25-Aug-1995,1995.0,Unprovoked,USA,North Carolina,Swimming,M,arm,N,1.2 m to 1.5 m [4' to 5'] shark,"<re.Match object; span=(7, 11), match='1995'>","<re.Match object; span=(0, 11), match='25-Aug-1995'>"
22-Aug-1995,1995.0,Unprovoked,USA,North Carolina,Swimming ,M,foot,N,"""sand"" shark","<re.Match object; span=(7, 11), match='1995'>","<re.Match object; span=(0, 11), match='22-Aug-1995'>"
22-Aug-1995,1995.0,Unprovoked,USA,Florida,Surfing,M,foot,N,"""small shark""","<re.Match object; span=(7, 11), match='1995'>","<re.Match object; span=(0, 11), match='22-Aug-1995'>"
21-Aug-1995,1995.0,Unprovoked,USA,North Carolina,Diving,,NO INJURY,N,Two 1.2 m to 1.5 m [4' to 5'] sharks,"<re.Match object; span=(7, 11), match='1995'>","<re.Match object; span=(0, 11), match='21-Aug-1995'>"
19-Aug-1995,1995.0,Unprovoked,TONGA,Vavau,Fishing,M,thigh,N,"""small shark""","<re.Match object; span=(7, 11), match='1995'>","<re.Match object; span=(0, 11), match='19-Aug-1995'>"
15-Aug-1995,1995.0,Unprovoked,USA,Florida,Wading,M,thigh,N,1.8 m [6'] shark,"<re.Match object; span=(7, 11), match='1995'>","<re.Match object; span=(0, 11), match='15-Aug-1995'>"
13-Aug-1995,1995.0,Invalid,USA,North Carolina,Swimming,M,DROWNED,,Invalid,"<re.Match object; span=(7, 11), match='1995'>","<re.Match object; span=(0, 11), match='13-Aug-1995'>"
10-Aug-1995,1995.0,Unprovoked,USA,Florida,Surfing,M,foot,N,,"<re.Match object; span=(7, 11), match='1995'>","<re.Match object; span=(0, 11), match='10-Aug-1995'>"
10-Aug-1995,1995.0,Unprovoked,USA,South Carolina,"""Riding waves on a board""",F,foot,N,Blacktip shark,"<re.Match object; span=(7, 11), match='1995'>","<re.Match object; span=(0, 11), match='10-Aug-1995'>"
